date,year,month,location,flu.admits
2022-04-01,2022,4,50,34
2022-05-01,2022,5,50,12
2022-06-01,2022,6,50,7
2022-07-01,2022,7,50,3
2022-08-01,2022,8,50,1
2022-09-01,2022,9,50,0
2022-10-01,2022,10,50,3
2022-11-01,2022,11,50,38
2022-12-01,2022,12,50,267
2023-01-01,2023,1,50,69
2023-02-01,2023,2,50,4
2023-03-01,2023,3,50,12
2023-04-01,2023,4,50,3
2023-05-01,2023,5,50,2
2020-03-01,2020,3,51,0
2020-04-01,2020,4,51,0
2020-05-01,2020,5,51,0
2020-06-01,2020,6,51,0
2020-07-01,2020,7,51,0
2020-08-01,2020,8,51,0
2020-09-01,2020,9,51,0
2020-10-01,2020,10,51,25
2020-11-01,2020,11,51,105
2020-12-01,2020,12,51,164
2021-01-01,2021,1,51,188
2021-02-01,2021,2,51,135
2021-03-01,2021,3,51,111
2021-04-01,2021,4,51,157
2021-05-01,2021,5,51,94
2021-06-01,2021,6,51,90
2021-07-01,2021,7,51,94
2021-08-01,2021,8,51,84
2021-09-01,2021,9,51,67
2021-10-01,2021,10,51,68
2021-11-01,2021,11,51,105
2021-12-01,2021,12,51,209
2022-01-01,2022,1,51,227
2022-02-01,2022,2,51,158
2022-03-01,2022,3,51,179
2022-04-01,2022,4,51,230
2022-05-01,2022,5,51,200
2022-06-01,2022,6,51,181
2022-07-01,2022,7,51,131
2022-08-01,2022,8,51,124
2022-09-01,2022,9,51,96
2022-10-01,2022,10,51,463
2022-11-01,2022,11,51,1573
2022-12-01,2022,12,51,1360
2023-01-01,2023,1,51,472
2023-02-01,2023,2,51,244
2023-03-01,2023,3,51,229
2023-04-01,2023,4,51,183
2023-05-01,2023,5,51,182
2020-02-01,2020,2,53,0
2020-03-01,2020,3,53,0
2020-04-01,2020,4,53,0
2020-05-01,2020,5,53,0
2020-06-01,2020,6,53,0
2020-07-01,2020,7,53,0
2020-08-01,2020,8,53,0
2020-09-01,2020,9,53,0
2020-10-01,2020,10,53,0
2020-11-01,2020,11,53,9
2020-12-01,2020,12,53,8
2021-01-01,2021,1,53,2
2021-02-01,2021,2,53,7
2021-03-01,2021,3,53,10
2021-04-01,2021,4,53,3
2021-05-01,2021,5,53,10
2021-06-01,2021,6,53,0
2021-07-01,2021,7,53,1
2021-08-01,2021,8,53,2
2021-09-01,2021,9,53,4
2021-10-01,2021,10,53,3
2021-11-01,2021,11,53,1
2021-12-01,2021,12,53,12
2022-01-01,2022,1,53,17
2022-02-01,2022,2,53,28
2022-03-01,2022,3,53,81
2022-04-01,2022,4,53,142
2022-05-01,2022,5,53,260
2022-06-01,2022,6,53,246
2022-07-01,2022,7,53,111
2022-08-01,2022,8,53,51
2022-09-01,2022,9,53,47
2022-10-01,2022,10,53,96
2022-11-01,2022,11,53,1453
2022-12-01,2022,12,53,2461
2023-01-01,2023,1,53,492
2023-02-01,2023,2,53,172
2023-03-01,2023,3,53,157
2023-04-01,2023,4,53,90
2023-05-01,2023,5,53,60
2020-01-01,2020,1,54,0
2020-02-01,2020,2,54,0
2020-03-01,2020,3,54,0
2020-04-01,2020,4,54,0
2020-05-01,2020,5,54,0
2020-06-01,2020,6,54,0
2020-07-01,2020,7,54,0
2020-08-01,2020,8,54,0
2020-09-01,2020,9,54,0
2020-10-01,2020,10,54,1
2020-11-01,2020,11,54,18
2020-12-01,2020,12,54,30
2021-01-01,2021,1,54,28
2021-02-01,2021,2,54,20
2021-03-01,2021,3,54,6
2021-04-01,2021,4,54,20
2021-05-01,2021,5,54,15
2021-06-01,2021,6,54,5
2021-07-01,2021,7,54,8
2021-08-01,2021,8,54,13
2021-09-01,2021,9,54,13
2021-10-01,2021,10,54,15
2021-11-01,2021,11,54,24
2021-12-01,2021,12,54,72
2022-01-01,2022,1,54,44
2022-02-01,2022,2,54,49
2022-03-01,2022,3,54,159
2022-04-01,2022,4,54,173
2022-05-01,2022,5,54,69
2022-06-01,2022,6,54,36
2022-07-01,2022,7,54,21
2022-08-01,2022,8,54,17
2022-09-01,2022,9,54,3
2022-10-01,2022,10,54,130
2022-11-01,2022,11,54,738
2022-12-01,2022,12,54,888
2023-01-01,2023,1,54,219
2023-02-01,2023,2,54,53
2023-03-01,2023,3,54,42
2023-04-01,2023,4,54,23
2023-05-01,2023,5,54,33
2020-02-01,2020,2,55,0
2020-03-01,2020,3,55,0
2020-04-01,2020,4,55,0
2020-05-01,2020,5,55,0
2020-06-01,2020,6,55,0
2020-07-01,2020,7,55,0
2020-08-01,2020,8,55,0
2020-09-01,2020,9,55,0
2020-10-01,2020,10,55,1
2020-11-01,2020,11,55,17
2020-12-01,2020,12,55,5
2021-01-01,2021,1,55,6
2021-02-01,2021,2,55,18
2021-03-01,2021,3,55,5
2021-04-01,2021,4,55,6
2021-05-01,2021,5,55,6
2021-06-01,2021,6,55,1
2021-07-01,2021,7,55,1
2021-08-01,2021,8,55,1
2021-09-01,2021,9,55,15
2021-10-01,2021,10,55,20
2021-11-01,2021,11,55,29
2021-12-01,2021,12,55,173
2022-01-01,2022,1,55,154
2022-02-01,2022,2,55,121
2022-03-01,2022,3,55,244
2022-04-01,2022,4,55,248
2022-05-01,2022,5,55,138
2022-06-01,2022,6,55,47
2022-07-01,2022,7,55,9
2022-08-01,2022,8,55,9
2022-09-01,2022,9,55,6
2022-10-01,2022,10,55,41
2022-11-01,2022,11,55,724
2022-12-01,2022,12,55,2085
2023-01-01,2023,1,55,639
2023-02-01,2023,2,55,55
2023-03-01,2023,3,55,30
2023-04-01,2023,4,55,25
2023-05-01,2023,5,55,27
2020-02-01,2020,2,56,0
2020-03-01,2020,3,56,0
2020-04-01,2020,4,56,0
2020-05-01,2020,5,56,0
2020-06-01,2020,6,56,0
2020-07-01,2020,7,56,0
2020-08-01,2020,8,56,0
2020-09-01,2020,9,56,0
2020-10-01,2020,10,56,1
2020-11-01,2020,11,56,0
2020-12-01,2020,12,56,0
2021-01-01,2021,1,56,12
2021-02-01,2021,2,56,0
2021-03-01,2021,3,56,5
2021-04-01,2021,4,56,0
2021-05-01,2021,5,56,3
2021-06-01,2021,6,56,12
2021-07-01,2021,7,56,0
2021-08-01,2021,8,56,0
2021-09-01,2021,9,56,0
2021-10-01,2021,10,56,0
2021-11-01,2021,11,56,8
2021-12-01,2021,12,56,25
2022-01-01,2022,1,56,25
2022-02-01,2022,2,56,10
2022-03-01,2022,3,56,21
2022-04-01,2022,4,56,24
2022-05-01,2022,5,56,22
2022-06-01,2022,6,56,17
2022-07-01,2022,7,56,7
2022-08-01,2022,8,56,0
2022-09-01,2022,9,56,0
2022-10-01,2022,10,56,11
2022-11-01,2022,11,56,157
2022-12-01,2022,12,56,216
2023-01-01,2023,1,56,67
2023-02-01,2023,2,56,9
2023-03-01,2023,3,56,5
2023-04-01,2023,4,56,6
2023-05-01,2023,5,56,6
