forecast_date,target,target_end_date,location,type,quantile,value
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,01,point,NA,33
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,01,point,NA,35
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,01,point,NA,35
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,01,point,NA,36
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,01,quantile,0.01,0
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,01,quantile,0.01,0
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,01,quantile,0.01,0
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,01,quantile,0.01,0
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,01,quantile,0.025,0
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,01,quantile,0.025,0
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,01,quantile,0.025,0
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,01,quantile,0.025,0
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,01,quantile,0.05,0
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,01,quantile,0.05,0
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,01,quantile,0.05,0
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,01,quantile,0.05,0
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,01,quantile,0.1,7
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,01,quantile,0.1,0
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,01,quantile,0.1,0
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,01,quantile,0.1,0
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,01,quantile,0.15,12
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,01,quantile,0.15,4
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,01,quantile,0.15,0
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,01,quantile,0.15,0
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,01,quantile,0.2,16
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,01,quantile,0.2,10
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,01,quantile,0.2,4
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,01,quantile,0.2,0
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,01,quantile,0.25,20
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,01,quantile,0.25,15
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,01,quantile,0.25,10
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,01,quantile,0.25,7
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,01,quantile,0.3,23
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,01,quantile,0.3,19
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,01,quantile,0.3,16
